"order_id","user_id","eval_set","order_number","order_dow","order_hour_of_day","days_since_prior_order"
3443,58017,"prior",4,3,10,18
9882,58043,"prior",38,4,9,7
6724,58075,"prior",4,6,15,3
6113,58077,"prior",27,1,9,7
361,58087,"prior",1,2,0,NA
9802,58091,"prior",22,6,14,7
188,58122,"prior",18,6,11,2
4538,58123,"prior",7,1,16,1
5567,58141,"prior",10,3,13,17
7618,58170,"prior",7,0,12,30
9512,58250,"prior",3,2,10,7
4539,58259,"prior",4,3,13,21
6063,58278,"prior",35,0,15,2
3288,58289,"prior",3,2,12,8
8438,58460,"prior",8,1,12,15
3970,58491,"prior",55,1,11,1
9305,58497,"prior",6,6,15,28
3215,58538,"prior",2,2,10,13
3854,58541,"prior",3,3,8,29
6390,58599,"prior",14,1,16,5
8689,58602,"prior",4,1,21,4
3679,58605,"prior",2,5,18,0
8414,58615,"prior",36,4,9,9
2244,58621,"prior",1,4,8,NA
8801,58645,"prior",3,0,14,7
6160,58666,"prior",23,6,12,7
4913,58697,"prior",23,0,16,5
235,58701,"prior",20,5,9,9
327,58707,"prior",21,6,9,8
3485,58853,"prior",47,5,17,1
1711,58935,"prior",7,1,16,30
8901,58965,"prior",57,1,16,4
3737,58966,"prior",2,5,15,13
1422,58971,"prior",32,0,12,10
780,58975,"prior",4,1,19,30
8346,58992,"prior",11,5,1,13
4107,58994,"prior",2,2,9,30
4938,59095,"prior",8,2,20,5
4246,59100,"prior",8,4,15,7
706,59106,"prior",47,3,18,2
1933,59106,"prior",91,0,18,0
5785,59138,"prior",24,5,15,2
6417,59180,"prior",92,0,17,5
5252,59180,"prior",93,1,13,8
1780,59211,"prior",24,0,14,30
5132,59216,"prior",17,3,16,12
6873,59327,"prior",9,6,11,27
6117,59384,"prior",17,0,3,7
2844,59399,"prior",24,1,9,8
3170,59400,"prior",12,0,22,7
1717,59403,"prior",31,6,14,1
4510,59443,"prior",13,2,14,4
9739,59443,"prior",27,2,20,4
1188,59458,"prior",20,2,13,8
767,59476,"prior",16,0,10,11
809,59478,"prior",30,2,14,7
5970,59542,"prior",3,0,11,8
7642,59577,"prior",42,2,20,3
5999,59614,"prior",1,4,13,NA
1632,59616,"prior",12,0,8,11
6689,59632,"prior",33,2,11,2
9684,59648,"prior",2,2,10,9
3539,59663,"prior",12,1,5,5
3079,59746,"prior",13,1,15,3
9049,59755,"prior",45,4,14,10
1419,59784,"prior",6,6,16,8
6414,59789,"prior",3,3,16,6
1418,59789,"prior",17,4,9,6
7888,59796,"prior",18,1,11,9
1472,59796,"prior",19,3,7,9
25,59897,"prior",19,6,10,25
7889,59913,"prior",35,1,12,2
5577,59959,"prior",9,1,17,5
8150,59967,"prior",6,3,13,6
1808,59974,"prior",26,3,7,13
7725,60019,"prior",48,2,9,1
6174,60057,"prior",1,0,10,NA
7147,60067,"prior",5,2,9,2
1305,60067,"prior",28,1,11,11
2909,60067,"prior",47,4,16,0
9037,60086,"prior",13,2,22,2
8957,60115,"prior",5,1,10,7
7131,60122,"prior",27,6,17,6
1371,60126,"prior",34,1,20,7
9313,60132,"prior",21,6,16,5
336,60174,"prior",14,2,13,21
7278,60181,"prior",14,0,10,5
3863,60182,"prior",4,1,18,30
1149,60219,"prior",25,0,13,5
4021,60315,"prior",16,3,11,3
6640,60349,"prior",9,6,15,4
1882,60361,"prior",2,3,17,10
1738,60363,"prior",9,6,13,6
5602,60401,"prior",12,0,9,30
9554,60504,"prior",13,4,14,1
2574,60514,"prior",12,4,18,17
1252,60527,"prior",30,0,19,3
1039,60528,"prior",8,5,18,2
596,60562,"prior",11,0,10,12
7395,60568,"prior",11,3,10,24
7543,60595,"prior",5,2,8,18
8809,60687,"prior",17,0,12,10
3640,60707,"prior",21,0,16,6
5026,60710,"prior",8,1,15,8
6951,60750,"prior",22,3,15,4
6794,60751,"prior",36,2,17,5
323,60766,"prior",13,4,10,7
1517,60778,"prior",7,5,16,3
790,60800,"prior",10,4,16,5
6741,60858,"prior",10,2,18,8
9524,60859,"prior",18,6,22,1
7436,60865,"prior",5,6,6,15
7146,60932,"prior",55,0,0,4
1930,60932,"prior",93,1,10,2
3841,60944,"prior",7,5,8,1
2923,60948,"prior",14,0,16,7
1574,60966,"prior",13,2,13,8
7838,60976,"prior",5,2,1,4
7088,60989,"prior",5,6,9,13
7922,60995,"prior",33,0,8,21
3094,61011,"prior",8,3,11,8
990,61052,"prior",7,4,11,30
5155,61101,"prior",16,0,14,30
7243,61105,"prior",24,1,13,8
6834,61115,"prior",9,0,11,14
481,61134,"prior",31,5,17,8
704,61148,"prior",31,0,9,7
5721,61154,"prior",6,1,13,30
6891,61176,"prior",6,6,16,30
802,61190,"prior",5,6,8,3
4205,61197,"prior",8,6,16,7
1922,61231,"prior",5,2,16,22
4739,61236,"prior",26,2,12,13
6202,61312,"prior",2,5,9,30
3774,61331,"prior",9,2,11,30
7368,61396,"prior",4,5,17,7
338,61454,"prior",38,3,13,5
5449,61476,"prior",76,4,6,0
1877,61494,"prior",2,1,12,7
7338,61495,"prior",4,4,16,4
9606,61508,"prior",14,2,8,18
2158,61516,"prior",31,6,16,6
1022,61516,"prior",40,0,12,8
9960,61520,"prior",14,0,12,8
5653,61590,"prior",7,4,7,30
4716,61607,"prior",34,6,15,7
9778,61613,"prior",37,3,8,2
7046,61638,"prior",8,4,19,30
3476,61640,"prior",6,3,17,5
9664,61660,"prior",4,4,14,11
7655,61719,"prior",20,0,0,16
344,61721,"prior",10,4,11,7
3808,61731,"prior",10,1,9,16
5308,61740,"prior",7,2,17,8
4033,61756,"prior",16,2,18,13
3862,61760,"prior",2,0,11,30
3039,61833,"prior",1,5,17,NA
804,61834,"prior",7,5,17,5
511,61839,"prior",5,6,17,13
2590,61840,"prior",4,0,14,7
9543,61864,"prior",5,2,19,30
7361,61880,"prior",16,5,16,7
8785,61884,"prior",14,3,9,6
1040,61895,"prior",46,1,7,4
4273,61896,"prior",2,5,9,30
8768,61910,"prior",10,6,10,25
2520,61928,"prior",9,5,14,7
9784,61939,"prior",12,4,13,5
9014,62006,"prior",7,2,10,4
8406,62007,"prior",5,2,9,11
6082,62011,"prior",7,3,17,14
1695,62033,"prior",19,1,16,2
8404,62108,"prior",4,6,22,12
7445,62191,"prior",16,4,17,6
8875,62205,"prior",14,4,15,2
5389,62205,"prior",32,4,8,2
2565,62224,"prior",2,2,15,30
3998,62242,"prior",18,4,8,3
954,62287,"prior",22,6,15,13
2778,62325,"prior",15,0,10,9
9039,62340,"prior",2,3,20,4
3538,62354,"prior",23,3,21,3
9192,62354,"prior",31,5,18,12
5530,62373,"prior",20,4,16,3
7076,62408,"prior",31,0,9,2
243,62481,"prior",3,2,10,30
4681,62506,"prior",8,6,11,7
7230,62508,"prior",19,1,9,7
9435,62541,"prior",11,0,14,4
5675,62545,"prior",2,6,14,15
9537,62619,"prior",7,2,12,15
3325,62645,"prior",68,1,21,2
2406,62735,"prior",1,2,10,NA
2384,62751,"prior",12,6,11,9
733,62760,"prior",3,5,21,13
6982,62775,"prior",42,6,19,6
100,62781,"prior",1,2,13,NA
2705,62795,"prior",11,4,10,17
721,62846,"prior",19,1,13,13
5118,62851,"prior",14,0,13,14
2105,62871,"prior",36,2,11,7
263,62875,"prior",8,1,17,25
9586,62890,"prior",70,3,14,3
9695,62961,"prior",1,2,5,NA
3739,62985,"prior",26,3,16,8
3993,63004,"prior",7,0,17,2
8830,63029,"prior",60,5,9,5
6744,63056,"prior",11,5,15,4
3377,63075,"prior",20,4,19,2
7842,63118,"prior",6,4,7,6
5554,63177,"prior",5,1,11,6
5735,63193,"prior",13,4,0,18
2358,63198,"prior",19,1,11,9
4547,63206,"prior",5,2,21,30
1977,63226,"prior",5,0,9,7
4972,63236,"prior",5,1,19,0
6123,63246,"prior",31,5,16,3
7202,63271,"prior",3,0,13,1
7054,63271,"prior",43,0,13,7
636,63276,"prior",12,5,17,3
445,63288,"prior",1,6,0,NA
1088,63293,"prior",8,0,11,7
7401,63298,"prior",39,1,11,20
4609,63309,"prior",23,3,16,8
7133,63353,"prior",5,3,8,30
4862,63355,"prior",12,1,15,5
1175,63409,"prior",14,2,10,8
9986,63426,"prior",36,2,17,5
4755,63428,"prior",4,5,12,16
993,63498,"prior",22,0,9,13
7281,63507,"prior",25,3,13,5
8248,63516,"prior",6,4,9,8
3949,63567,"prior",1,5,17,NA
3149,63582,"prior",1,1,15,NA
8727,63643,"prior",14,0,17,14
9531,63653,"prior",9,4,15,9
8847,63687,"prior",20,1,20,6
3199,63718,"prior",56,2,18,4
8681,63726,"prior",48,1,19,1
8587,63793,"prior",47,5,9,4
7097,63864,"prior",19,1,9,9
5042,63868,"prior",6,0,19,30
5915,63935,"prior",14,6,20,12
2631,63942,"prior",3,1,1,9
8724,63946,"prior",41,5,19,5
7978,63948,"prior",6,1,15,8
220,63952,"prior",26,3,17,6
9200,63955,"prior",6,5,10,5
2125,63979,"prior",16,1,11,14
4181,63989,"prior",21,2,16,7
3566,63995,"prior",2,2,12,13
399,64024,"prior",6,2,19,10
2977,64069,"prior",4,6,17,6
7262,64116,"prior",3,4,13,4
5261,64128,"prior",4,3,15,7
1556,64194,"prior",5,6,17,6
9403,64202,"prior",8,1,16,7
2377,64223,"prior",8,0,13,8
1742,64225,"prior",30,2,11,8
7296,64227,"prior",23,4,11,30
1213,64231,"prior",4,3,8,11
8070,64247,"prior",5,0,19,16
8667,64322,"prior",5,4,14,28
4923,64358,"prior",23,3,9,7
274,64392,"prior",8,2,9,15
9320,64421,"prior",2,3,15,8
9329,64437,"prior",2,1,18,30
6133,64461,"prior",9,4,9,30
9151,64463,"prior",20,4,15,3
1017,64475,"prior",4,1,17,7
3314,64509,"prior",18,4,22,3
8186,64574,"prior",9,5,7,1
4444,64576,"prior",11,1,16,28
3238,64638,"prior",37,0,16,5
3703,64658,"prior",10,6,13,8
2930,64681,"prior",14,2,22,2
5818,64719,"prior",6,2,10,8
8422,64776,"prior",7,1,12,30
9295,64806,"prior",13,1,21,1
3773,64821,"prior",1,2,13,NA
3905,64832,"prior",8,2,13,15
5265,64852,"prior",17,6,9,6
8570,64852,"prior",36,5,8,4
8084,64865,"prior",12,3,10,2
9863,64868,"prior",9,6,16,2
4391,64895,"prior",69,5,10,1
9892,64906,"prior",1,1,12,NA
5045,64937,"prior",31,5,9,4
5288,64941,"prior",14,3,10,2
2231,65044,"prior",2,0,16,8
9657,65072,"prior",9,5,18,2
8954,65083,"prior",7,0,10,23
4589,65121,"prior",14,5,7,30
9861,65153,"prior",13,0,13,7
1753,65159,"prior",2,5,2,30
5617,65161,"prior",8,4,18,1
5777,65161,"prior",14,2,17,12
5637,65213,"prior",5,1,13,30
1606,65240,"prior",9,3,14,3
3074,65240,"prior",39,4,10,4
3155,65247,"prior",1,3,20,NA
2039,65289,"prior",15,5,10,8
6956,65296,"prior",3,5,12,2
6839,65310,"prior",95,2,14,2
9514,65341,"prior",25,6,20,13
9508,65360,"prior",13,0,21,5
7311,65400,"prior",6,3,11,25
5372,65418,"prior",3,0,9,6
4298,65423,"prior",2,4,16,13
2777,65489,"prior",16,6,11,6
9240,65494,"prior",22,5,17,6
4689,65495,"prior",64,5,12,4
8044,65519,"prior",4,0,15,15
1050,65532,"prior",32,3,8,12
465,65540,"prior",1,1,16,NA
362,65561,"prior",20,4,11,2
7043,65654,"prior",2,6,16,30
6752,65671,"prior",5,4,9,15
5434,65678,"prior",6,0,11,30
1698,65685,"prior",5,1,14,8
8254,65687,"prior",9,0,12,5
3693,65708,"prior",49,3,15,4
5802,65725,"prior",3,6,9,5
4738,65730,"prior",36,1,14,8
1989,65748,"prior",3,1,14,2
6809,65749,"prior",5,1,16,15
5298,65807,"prior",67,4,7,1
2165,65843,"prior",9,5,10,3
2155,65871,"prior",53,5,21,1
6613,65897,"prior",59,1,18,3
3095,65920,"prior",10,1,8,3
9155,65922,"prior",11,5,14,22
2779,65923,"prior",5,2,11,23
997,65939,"prior",9,1,13,15
6220,65959,"prior",4,1,12,4
8542,65961,"prior",11,2,0,13
7971,65987,"prior",4,1,12,7
3242,65996,"prior",16,0,7,1
1527,66005,"prior",9,0,14,4
2539,66005,"prior",17,3,12,8
1552,66012,"prior",27,4,13,3
939,66039,"prior",3,1,18,7
7134,66046,"prior",3,5,13,2
291,66046,"prior",8,4,22,6
6465,66079,"prior",8,2,21,30
125,66104,"prior",21,6,12,5
6379,66120,"prior",1,0,23,NA
6712,66130,"prior",14,2,17,9
126,66138,"prior",4,3,15,11
2981,66149,"prior",10,0,11,13
8593,66156,"prior",39,2,11,1
3375,66171,"prior",25,6,14,2
2061,66176,"prior",8,5,17,30
5113,66181,"prior",14,0,17,6
8399,66210,"prior",13,0,10,30
2879,66224,"prior",5,6,10,4
1569,66250,"prior",45,3,7,10
3351,66340,"prior",13,4,5,7
5944,66344,"prior",2,2,21,8
2210,66371,"prior",1,0,10,NA
9004,66373,"prior",44,0,19,4
6674,66375,"prior",32,3,12,5
7416,66397,"prior",54,3,17,1
9394,66411,"prior",35,3,20,4
3168,66455,"prior",8,5,15,15
4692,66465,"prior",23,3,19,11
9165,66490,"prior",11,6,14,12
979,66509,"prior",17,6,13,6
3320,66515,"prior",17,6,22,1
6740,66516,"prior",3,3,11,2
7641,66523,"prior",9,3,0,14
2046,66542,"prior",3,6,15,27
3058,66556,"prior",17,1,12,7
301,66567,"prior",10,0,10,8
4325,66588,"prior",29,3,11,6
2805,66594,"prior",4,0,8,30
9884,66600,"prior",78,4,9,3
7853,66620,"prior",5,0,14,9
7081,66628,"prior",6,2,13,16
1982,66673,"prior",66,0,10,3
9174,66687,"prior",27,1,12,13
9387,66725,"prior",4,4,10,7
5271,66766,"prior",23,3,4,4
1320,66771,"prior",11,0,10,7
3488,66781,"prior",9,5,17,11
5669,66799,"prior",5,5,14,9
7050,66846,"prior",2,0,12,1
6606,66881,"prior",54,1,16,1
3524,66902,"prior",2,5,16,12
9496,66918,"prior",50,1,15,4
4586,66926,"prior",27,4,16,12
6634,66937,"prior",7,6,15,6
5875,66955,"prior",6,4,11,5
7461,66961,"prior",15,3,22,30
568,66971,"prior",8,2,9,20
60,66984,"prior",9,0,10,6
3255,67050,"prior",24,0,21,7
4832,67083,"prior",10,0,12,2
9040,67104,"prior",2,6,20,4
290,67140,"prior",14,0,17,8
1311,67149,"prior",6,6,10,30
140,67155,"prior",13,3,14,20
6102,67200,"prior",1,5,14,NA
3823,67227,"prior",67,1,11,7
9203,67249,"prior",7,1,9,7
5607,67301,"prior",5,3,18,6
2357,67308,"prior",11,5,12,9
560,67315,"prior",1,6,17,NA
4989,67359,"prior",10,0,19,8
2802,67385,"prior",4,4,14,21
7316,67424,"prior",19,2,16,3
9912,67433,"prior",7,5,8,2
9773,67433,"prior",50,4,18,2
1006,67459,"prior",10,3,16,30
7779,67493,"prior",6,5,12,5
8225,67494,"prior",5,3,11,7
5015,67498,"prior",17,0,17,0
9366,67551,"prior",32,1,18,3
2324,67578,"prior",5,1,17,30
5351,67583,"prior",10,5,11,15
4893,67610,"prior",23,1,10,20
2001,67623,"prior",9,0,0,17
6239,67669,"prior",15,6,20,4
7366,67671,"prior",13,3,11,1
2083,67699,"prior",1,2,11,NA
2168,67699,"prior",10,6,22,11
3330,67699,"prior",15,4,8,15
6604,67728,"prior",21,5,16,7
5760,67798,"prior",20,6,10,3
1893,67816,"prior",13,6,22,11
7885,67829,"prior",10,5,10,4
3616,67842,"prior",1,0,15,NA
9362,67849,"prior",8,5,7,3
4127,67886,"prior",2,6,12,8
2728,67913,"prior",34,6,11,6
8274,67956,"prior",12,3,15,12
6511,67961,"prior",8,1,16,30
6575,68013,"prior",3,5,12,30
9966,68028,"prior",14,5,11,4
5359,68036,"prior",17,5,11,2
9502,68047,"prior",16,3,15,11
499,68120,"prior",7,6,16,4
1362,68123,"prior",8,4,18,16
8056,68128,"prior",19,6,14,4
3758,68145,"prior",17,0,8,7
8837,68160,"prior",20,3,9,6
8762,68183,"prior",1,3,8,NA
9114,68184,"prior",15,1,14,13
3874,68195,"prior",5,2,11,0
7996,68198,"prior",32,3,20,3
7144,68244,"prior",12,0,22,4
4093,68249,"prior",19,4,8,9
9225,68253,"prior",1,2,16,NA
7320,68254,"prior",43,0,17,6
1821,68263,"prior",6,5,18,5
5391,68264,"prior",11,5,19,6
6337,68275,"prior",18,0,15,11
2354,68293,"prior",45,3,17,0
208,68303,"prior",7,4,13,6
8275,68306,"prior",16,1,10,7
8766,68309,"prior",16,6,18,4
4346,68317,"prior",23,0,19,5
3532,68317,"prior",55,2,19,2
1094,68325,"prior",14,6,15,9
7021,68364,"prior",7,3,11,5
5071,68400,"prior",2,5,3,2
8882,68418,"prior",2,5,17,21
2830,68424,"prior",6,2,18,4
4933,68425,"prior",14,3,15,11
5195,68425,"prior",34,1,18,9
5500,68431,"prior",1,0,19,NA
5890,68434,"prior",30,0,15,14
6780,68440,"prior",1,5,12,NA
5325,68443,"prior",16,0,17,14
2771,68456,"prior",14,0,14,10
3583,68471,"prior",3,2,13,30
8331,68500,"prior",60,5,9,4
9433,68521,"prior",14,6,16,9
5539,68521,"prior",20,6,11,17
3403,68558,"prior",27,0,13,11
23,68572,"prior",21,1,18,8
1844,68632,"prior",45,3,11,8
5798,68713,"prior",38,3,11,4
1909,68761,"prior",33,0,13,0
9401,68800,"prior",3,0,13,5
757,68826,"prior",13,4,15,16
6194,68857,"prior",8,6,23,6
7880,68857,"prior",15,0,17,6
4986,68880,"prior",54,4,13,1
8550,68891,"prior",85,2,17,4
3222,68902,"prior",2,4,17,5
5757,68905,"prior",1,0,11,NA
2608,68947,"prior",18,0,21,2
324,68950,"prior",7,4,12,12
4743,68964,"prior",2,2,11,30
6816,68981,"prior",55,0,8,7
6115,69035,"prior",49,0,11,3
9891,69082,"prior",17,1,11,0
8235,69094,"prior",4,0,13,5
4048,69101,"prior",13,2,8,30
1864,69138,"prior",17,2,17,8
722,69144,"prior",26,0,18,3
1198,69160,"prior",14,2,22,8
7827,69184,"prior",1,4,13,NA
8173,69217,"prior",15,2,18,9
1197,69335,"prior",3,3,9,30
2773,69367,"prior",11,5,12,30
5121,69370,"prior",6,2,13,30
2672,69411,"prior",35,4,9,6
6426,69413,"prior",2,1,14,6
468,69420,"prior",5,1,15,25
2486,69427,"prior",55,1,9,7
2336,69428,"prior",3,1,15,22
9288,69455,"prior",1,2,17,NA
3925,69469,"prior",26,2,11,21
1106,69483,"prior",54,6,17,2
2287,69483,"prior",58,0,19,7
9096,69483,"prior",76,3,12,1
4916,69511,"prior",28,3,14,7
1553,69580,"prior",6,3,16,30
1131,69580,"prior",21,0,21,30
1229,69588,"prior",7,0,13,26
6446,69599,"prior",9,5,18,15
5457,69645,"prior",2,6,16,30
5652,69652,"prior",15,3,11,9
3022,69696,"prior",9,0,15,7
4997,69723,"prior",1,6,17,NA
8842,69723,"prior",2,1,20,30
6424,69733,"prior",3,0,11,15
124,69812,"prior",15,5,8,30
6130,69854,"prior",13,3,7,30
5709,69866,"prior",5,2,19,7
8894,69890,"prior",2,3,12,6
2709,69897,"prior",12,6,9,6
6032,69901,"prior",3,3,18,25
6522,69919,"prior",6,0,11,2
4942,69929,"prior",1,1,16,NA
7664,69947,"prior",21,1,12,4
6508,69955,"prior",39,1,18,0
71,69984,"prior",20,1,13,11
4359,69994,"prior",7,6,18,2
6923,70017,"prior",37,6,17,8
8732,70028,"prior",19,0,8,7
2641,70031,"prior",8,4,22,15
5787,70118,"prior",2,3,16,30
6913,70126,"prior",17,0,9,23
2734,70159,"prior",2,2,20,1
7644,70164,"prior",4,0,14,12
5977,70186,"prior",4,0,12,7
4883,70217,"prior",34,6,10,6
1312,70217,"prior",45,1,8,5
4990,70221,"prior",12,1,8,8
2947,70241,"prior",23,3,18,3
9161,70247,"prior",31,2,18,8
5501,70256,"prior",8,1,8,16
1453,70298,"prior",11,1,10,6
6924,70312,"prior",4,6,14,14
744,70318,"prior",6,5,20,6
245,70322,"prior",1,4,9,NA
9838,70379,"prior",27,6,20,14
940,70381,"prior",10,5,10,3
3680,70401,"prior",15,2,12,7
8614,70411,"prior",5,1,20,27
3722,70414,"prior",8,2,8,30
945,70421,"prior",1,4,10,NA
5193,70426,"prior",9,4,8,7
9772,70443,"prior",16,5,18,4
937,70446,"prior",40,4,12,7
1622,70455,"prior",14,4,13,15
1926,70455,"prior",15,4,16,7
4784,70485,"prior",2,0,15,9
2953,70509,"prior",27,5,17,10
4874,70651,"prior",23,2,12,22
9265,70676,"prior",27,5,8,3
7102,70687,"prior",12,6,9,4
8769,70742,"prior",41,3,8,1
4561,70754,"prior",26,5,7,3
4027,70774,"prior",29,3,12,3
4582,70806,"prior",10,6,13,30
9954,70838,"prior",1,2,9,NA
7437,70839,"prior",11,1,11,8
4352,70860,"prior",15,0,11,0
1214,70910,"prior",7,0,11,7
5923,70920,"prior",4,2,19,11
6399,70983,"prior",45,2,16,2
3784,70984,"prior",15,1,18,2
8998,71011,"prior",9,2,17,9
2152,71027,"prior",30,0,20,6
7685,71035,"prior",34,4,13,2
6054,71086,"prior",45,3,17,6
9169,71092,"prior",18,1,7,6
827,71113,"prior",1,3,8,NA
9699,71118,"prior",7,1,18,30
8209,71149,"prior",2,2,10,7
6800,71154,"prior",5,2,22,9
4509,71157,"prior",25,2,15,8
8490,71189,"prior",73,1,10,6
583,71244,"prior",20,4,15,11
1691,71296,"prior",18,0,9,20
6648,71368,"prior",14,0,21,21
6306,71376,"prior",3,6,13,7
2769,71401,"prior",31,1,10,7
3165,71422,"prior",3,5,11,12
1428,71422,"prior",4,5,10,7
2704,71427,"prior",41,6,7,5
1755,71438,"prior",15,2,22,20
6622,71469,"prior",4,2,13,30
1654,71492,"prior",12,3,10,8
5942,71504,"prior",1,1,7,NA
5386,71517,"prior",2,2,16,26
3676,71532,"prior",1,4,14,NA
7745,71540,"prior",1,3,12,NA
6869,71549,"prior",9,3,12,14
7027,71559,"prior",2,4,8,12
2073,71560,"prior",11,0,5,20
4939,71637,"prior",47,5,15,2
6655,71641,"prior",7,5,16,7
8123,71650,"prior",1,2,16,NA
9453,71662,"prior",3,0,12,15
8992,71663,"prior",65,2,11,0
7153,71714,"prior",3,5,16,4
4661,71739,"prior",6,6,9,9
4782,71758,"prior",2,2,18,30
750,71771,"prior",34,5,10,8
6233,71782,"prior",7,0,13,28
4241,71784,"prior",23,3,1,9
3650,71789,"prior",29,3,15,2
2186,71809,"prior",20,1,16,5
999,71917,"prior",23,6,14,6
8001,71935,"prior",5,1,11,20
5592,71937,"prior",7,4,10,30
2169,71944,"prior",9,5,12,5
2409,71981,"prior",11,1,11,30
9516,71987,"prior",7,0,13,14
7528,72009,"prior",9,5,14,30
7722,72012,"prior",9,3,21,10
1294,72038,"prior",9,6,10,27
6504,72050,"prior",23,5,15,13
2226,72083,"prior",1,0,10,NA
2391,72083,"prior",3,0,10,7
1306,72084,"prior",6,4,16,6
3136,72109,"prior",32,5,16,9
5056,72110,"prior",23,6,18,10
4457,72134,"prior",9,3,13,5
3343,72156,"prior",53,6,21,5
7206,72156,"prior",93,2,21,3
1239,72163,"prior",6,6,20,30
4324,72201,"prior",9,2,13,14
5698,72221,"prior",43,6,11,1
1452,72231,"prior",16,2,22,15
2310,72367,"prior",17,3,16,16
3244,72370,"prior",22,1,18,20
2637,72380,"prior",52,2,17,6
8280,72380,"prior",70,3,18,4
5094,72396,"prior",5,0,12,26
5695,72423,"prior",6,5,17,17
7656,72476,"prior",2,4,14,30
5948,72511,"prior",25,3,21,2
709,72533,"prior",1,5,6,NA
2918,72537,"prior",5,0,15,14
2788,72547,"prior",4,1,0,23
4601,72574,"prior",11,6,16,9
5543,72656,"prior",5,0,8,30
8811,72664,"prior",26,1,10,5
2854,72668,"prior",21,3,9,7
6557,72668,"prior",66,1,8,5
9468,72703,"prior",39,1,20,4
688,72738,"prior",38,2,14,4
8269,72785,"prior",45,1,13,4
7129,72805,"prior",20,5,13,8
8311,72855,"prior",20,4,21,3
7544,72901,"prior",49,2,13,3
8083,72916,"prior",34,0,16,2
206,72973,"prior",50,0,9,3
2270,73031,"prior",4,6,13,2
2627,73042,"prior",30,5,13,1
9251,73045,"prior",2,3,12,12
671,73068,"prior",1,1,15,NA
3512,73090,"prior",35,3,11,7
2431,73114,"prior",30,1,16,4
5673,73124,"prior",7,1,7,1
5493,73127,"prior",68,5,11,7
4701,73132,"prior",2,2,14,24
9058,73139,"prior",5,3,13,30
2746,73140,"prior",8,4,19,21
1993,73170,"prior",24,4,9,10
1153,73225,"prior",1,6,11,NA
110,73241,"prior",1,0,15,NA
3878,73256,"prior",9,6,13,4
1813,73258,"prior",17,6,22,7
5006,73258,"prior",28,4,7,21
2460,73270,"prior",2,0,17,8
382,73283,"prior",15,2,9,2
154,73310,"prior",68,6,19,0
6698,73313,"prior",4,3,10,30
5740,73342,"prior",74,6,16,1
2251,73364,"prior",51,0,7,3
6669,73379,"prior",6,5,15,30
173,73399,"prior",29,6,12,7
9748,73438,"prior",7,2,9,4
8630,73457,"prior",36,2,11,6
8391,73475,"prior",10,1,9,17
5020,73477,"prior",14,3,15,7
8781,73487,"prior",2,4,15,30
1990,73496,"prior",21,6,13,0
3434,73506,"prior",39,6,17,6
1281,73523,"prior",7,3,22,0
5028,73542,"prior",33,6,8,10
8919,73634,"prior",5,4,10,3
3935,73686,"prior",19,0,16,11
5666,73698,"prior",4,2,18,11
2257,73700,"prior",1,3,9,NA
6358,73705,"prior",5,3,8,3
8680,73735,"prior",10,1,14,6
4699,73782,"prior",10,1,21,24
902,73822,"prior",3,4,17,6
3828,73828,"prior",9,6,9,4
1740,73832,"prior",9,4,17,19
848,73835,"prior",28,0,14,3
9760,73840,"prior",8,6,14,7
1074,73862,"prior",4,6,15,30
2789,73901,"prior",28,1,12,1
771,73968,"prior",16,0,17,7
6030,73989,"prior",4,3,9,16
4484,74000,"prior",21,2,7,30
4988,74025,"prior",20,0,1,2
7294,74035,"prior",7,4,17,30
7693,74069,"prior",22,2,17,4
3794,74086,"prior",29,0,15,2
7969,74089,"prior",5,3,7,7
2309,74105,"prior",5,4,16,15
6831,74165,"prior",1,4,10,NA
1629,74166,"prior",17,4,20,6
7539,74174,"prior",17,5,20,6
4767,74193,"prior",22,1,10,10
7518,74197,"prior",9,3,18,10
4343,74235,"prior",7,0,13,30
2453,74252,"prior",3,5,14,20
9079,74265,"prior",13,2,9,30
7216,74290,"prior",7,2,18,18
8077,74293,"prior",3,4,18,13
6818,74295,"prior",6,1,7,9
955,74315,"prior",59,0,20,7
8692,74350,"prior",16,2,10,8
5960,74362,"prior",19,4,12,5
6101,74375,"prior",21,2,14,5
6587,74377,"prior",37,0,8,7
7201,74411,"prior",36,4,13,4
4038,74430,"prior",8,1,20,30
1630,74449,"prior",23,1,13,10
8525,74508,"prior",4,5,9,17
5803,74530,"prior",47,1,10,8
9584,74582,"prior",3,6,20,30
5189,74592,"prior",1,0,12,NA
7015,74605,"prior",11,3,15,6
9032,74642,"prior",44,2,0,0
1538,74642,"prior",51,2,22,6
8738,74660,"prior",2,2,15,0
4672,74669,"prior",27,0,9,5
734,74680,"prior",33,1,9,4
7921,74706,"prior",16,4,15,8
6690,74714,"prior",2,3,13,23
8013,74765,"prior",13,3,13,5
825,74842,"prior",2,2,11,6
5499,74846,"prior",26,2,20,7
3025,74870,"prior",26,6,7,20
4192,74886,"prior",2,3,16,2
1812,74942,"prior",5,6,13,1
8499,74974,"prior",5,3,11,0
2714,75025,"prior",5,6,12,12
9431,75038,"prior",13,3,9,23
6040,75073,"prior",15,3,16,11
5925,75079,"prior",33,6,7,3
5679,75090,"prior",45,2,22,30
76,75136,"prior",5,1,19,30
6436,75152,"prior",3,6,0,10
6046,75178,"prior",12,6,17,8
