order_id,product_id,add_to_cart_order,reordered
687894,100,5,1
687894,31,5,1
687894,19,4,1
933931,80,1,1
933931,18,4,1
29225,28,1,0
29225,23,1,0
29225,87,3,1
278885,8,1,1
278885,11,5,1
1952927,22,3,1
3393882,31,1,1
3393882,30,3,0
3393882,87,4,1
2952371,19,3,1
854147,22,1,1
2836951,74,1,0
2836951,40,5,0
2836951,18,1,1
2483417,42,5,1
2483417,81,1,1
2483417,10,4,1
2240484,54,5,0
2240484,93,4,0
3387497,52,4,1
3387497,42,5,1
3387497,64,3,1
23694,32,5,0
23694,51,2,0
23694,22,2,1
1086500,17,3,1
1086500,21,2,0
1892909,28,4,1
1892909,27,4,1
1892909,85,3,1
322926,23,2,0
620562,84,3,1
620562,70,5,1
3050141,69,4,1
3050141,56,4,1
1712760,72,1,0
1712760,97,1,0
1712760,7,2,1
1283209,86,4,1
1283209,25,1,0
1283209,57,5,1
1958926,59,2,0
1958926,37,4,1
1376425,61,2,0
1376425,86,3,1
1272272,49,5,0
1272272,63,2,0
1349931,53,3,0
221499,12,1,0
221499,59,5,0
1107821,98,1,1
1107821,34,3,1
1107821,11,2,1
3288740,20,4,1
3288740,67,3,0
423351,60,1,0
423351,46,3,1
117433,25,2,1
117433,57,4,0
644014,45,2,1
2143355,68,3,1
2143355,71,5,0
2143355,83,2,1
1462611,32,1,1
1462611,54,2,0
1462611,15,5,0
2608927,42,4,1
2608927,27,4,1
2608927,97,2,1
3168584,60,2,1
3168584,90,5,0
3168584,4,4,0
623688,64,4,0
2603826,71,3,0
2603826,30,1,1
2603826,20,3,1
214939,73,1,1
214939,57,1,0
3369173,39,1,1
3369173,75,2,1
3369173,24,5,0
576741,9,1,1
576741,14,3,0
576741,51,3,0
2123405,23,5,1
558177,95,4,1
558177,79,2,0
558177,76,4,1
1437379,59,5,0
1437379,67,3,0
1437379,67,4,1
569721,66,5,1
569721,38,2,1
3091866,9,3,1
3091866,64,1,0
713715,45,2,0
713715,26,2,1
2643283,68,5,1
2643283,87,1,1
1799889,27,5,0
2183845,21,4,1
2183845,46,4,1
2183845,40,1,1
813434,40,5,0
813434,33,4,1
2102777,19,3,0
2102777,12,3,0
2102777,7,5,0
977915,51,4,1
1099673,86,5,0
1099673,7,5,1
1099673,17,5,0
278918,10,4,0
278918,64,5,0
278918,75,5,0
3239612,18,2,1
3239612,64,4,0
3239612,36,3,0
2571072,9,2,0
1709000,40,2,0
1709000,70,2,1
2181457,7,1,1
2181457,99,1,1
3015480,92,2,0
3015480,12,5,1
3015480,22,2,1
997966,87,3,1
997966,1,4,0
997966,72,2,1
484305,59,1,1
484305,17,5,1
484305,94,4,1
2796546,2,4,0
2796546,34,4,1
2796546,59,1,0
3104324,23,4,1
3104324,92,3,0
98165,12,1,1
353779,42,4,1
353779,49,5,1
2539395,29,2,0
2539395,8,3,1
2370341,78,5,0
2370341,80,3,0
2370341,39,4,0
622931,19,4,1
622931,65,4,0
622931,93,4,1
2154374,12,4,1
2154374,10,5,1
1896511,69,4,0
1896511,35,3,0
1896511,94,3,0
726540,98,1,1
726540,70,4,0
726540,12,1,0
1412651,41,2,1
1175018,68,2,1
1175018,68,4,0
65534,59,1,1
781750,46,3,1
781750,97,2,1
781750,66,5,0
1846628,96,3,1
3286892,77,1,1
1146474,77,4,0
1146474,10,5,1
304535,7,1,1
304535,68,1,1
2674557,2,3,0
2674557,1,1,0
152829,84,5,0
1331170,82,3,1
1331170,81,5,1
1493701,77,3,1
79836,23,3,0
79836,54,4,0
1788948,99,4,0
3283727,36,5,0
3283727,68,5,0
3283727,4,3,1
1819140,24,4,0
1819140,64,3,0
1819140,86,1,1
2943577,48,2,1
2943577,43,3,0
1837177,97,5,1
1134852,43,3,0
1134852,66,2,1
768138,14,2,1
768138,87,2,0
1481272,25,2,1
1481272,28,3,1
1481272,7,5,1
975265,28,2,1
975265,19,4,0
975265,62,4,0
3183897,10,4,1
3183897,54,5,1
2787759,27,5,1
2787759,43,2,0
1168904,60,5,0
1168904,42,1,0
1168904,88,5,1
639505,85,3,1
1995456,79,1,1
1995456,68,3,0
1995456,98,5,1
717046,45,5,1
717046,98,3,0
717046,47,4,1
499557,40,1,1
499557,67,3,0
216806,30,5,1
216806,77,4,1
1172944,1,4,1
1172944,56,2,1
1172944,61,5,0
1356443,90,4,1
687031,1,2,1
687031,1,5,1
687031,78,5,0
1315132,86,2,1
1315132,2,1,0
1315132,91,5,0
39172,40,4,0
39172,94,3,0
39172,50,4,0
748186,44,2,1
89664,4,3,1
89664,21,5,1
89664,83,2,1
1436762,47,1,1
1436762,32,5,1
1436762,85,3,1
1499054,49,2,1
1499054,31,5,1
1088901,22,2,1
1088901,14,4,1
2887045,89,4,1
2887045,94,2,1
1250242,50,3,1
1250242,26,2,1
1250242,71,3,1
264757,37,5,0
2464633,41,3,0
2464633,99,4,0
2464633,80,2,0
3127817,78,1,1
3127817,39,3,0
3127817,33,3,1
1288014,56,2,1
1288014,72,3,1
2377120,16,1,1
2377120,96,5,0
640186,57,2,1
640186,65,1,1
640186,27,3,1
2937210,89,4,1
2746191,19,1,0
2746191,22,2,1
843483,6,1,0
843483,58,4,0
843483,65,4,0
1764660,17,5,0
1764660,74,4,1
972289,59,4,1
3239142,26,3,1
3239142,43,5,1
3239142,67,1,1
2059594,86,2,0
2059594,6,2,1
2148622,37,3,1
2148622,48,1,1
1141853,8,5,1
1141853,56,3,1
2232203,98,4,1
2232203,90,4,0
1889807,20,5,0
1889807,97,4,1
2019512,38,3,1
2019512,22,2,1
2019512,16,4,1
1286815,75,5,1
1286815,38,3,0
1286815,55,5,1
187355,79,1,1
187355,57,1,0
2596272,6,5,0
2596272,38,5,1
1863910,93,4,1
450952,2,4,1
450952,50,3,0
1735951,2,3,0
1735951,82,2,1
1735951,80,2,1
2870296,45,3,0
2870296,38,5,1
2870296,57,4,1
1202984,71,3,0
29571,23,5,1
29571,86,4,0
29571,87,4,1
335930,34,2,1
1220202,94,1,0
1220202,89,3,1
2310081,65,4,0
585125,100,5,1
585125,30,4,0
585125,65,3,0
2244885,64,1,1
2244885,45,4,1
375787,43,2,1
1908375,88,1,0
2999369,65,1,1
2999369,98,3,0
2999369,47,3,1
1114892,70,4,1
2768166,45,3,0
1657535,28,3,0
1657535,47,4,0
1657535,67,5,0
1105461,57,3,1
116705,15,3,1
1752161,44,1,1
1752161,79,3,1
1752161,11,1,1
1435383,54,5,0
1435383,34,2,1
2006362,9,4,0
2006362,59,1,0
2865256,62,5,1
2865256,79,3,0
1439338,55,4,1
1811697,34,3,0
2885674,41,1,1
2885674,36,3,1
2094934,49,1,0
2094934,44,5,1
290650,72,5,0
290650,13,3,0
1515076,61,2,1
1515076,87,3,1
1515076,51,1,1
876736,13,5,1
236489,27,4,1
236489,21,5,1
236489,28,1,1
1153124,43,4,1
1153124,39,4,0
1153124,15,1,0
2872668,69,4,0
2872668,26,3,1
2872668,76,4,0
1708992,10,4,1
1708992,99,2,1
1708992,92,4,0
2370330,76,3,0
49896,5,3,1
3176115,58,4,1
3176115,39,1,1
3176115,87,1,0
941585,62,1,1
941585,60,3,0
3406942,61,2,1
3406942,57,5,0
1030050,57,3,1
1030050,9,2,0
790859,39,5,1
790859,59,4,0
790859,41,5,0
842398,46,3,0
842398,70,1,1
842398,31,5,1
1820928,9,4,0
3047619,27,5,0
2517660,7,4,0
2517660,5,4,1
2742652,3,2,0
2742652,93,1,0
169096,99,3,1
169096,37,3,0
2415097,58,3,1
2824973,1,4,0
2666461,6,3,0
3223020,42,2,1
3223020,36,1,1
2989429,68,4,1
2989429,1,2,0
457407,82,5,1
457407,67,2,0
457407,53,4,1
2093819,37,4,1
2093819,100,1,1
2093819,36,3,1
116142,93,4,1
116142,20,5,1
2171266,9,5,0
2171266,21,4,1
2171266,46,4,0
2226110,90,5,0
2226110,30,5,0
2226110,75,4,1
159782,16,5,1
159782,93,1,1
159782,17,4,1
629307,62,4,1
629307,6,3,0
265573,6,1,0
265573,7,1,0
754573,61,1,1
754573,55,5,0
3040252,26,4,1
3040252,47,2,0
2967233,53,5,1
2704246,27,5,1
2704246,95,2,1
1443251,30,4,1
1443251,89,2,0
1088003,45,2,0
1088003,57,2,1
1904538,76,5,0
1904538,18,3,1
3395211,24,3,1
3395211,67,4,1
1203610,32,1,1
1203610,49,2,0
3345465,5,4,1
3345465,27,3,0
881511,37,3,1
881511,77,1,0
2712407,55,5,1
2586155,22,2,0
2586155,15,1,1
2586155,67,3,1
649102,41,3,1
649102,79,2,0
2188487,39,4,0
2188487,55,2,0
483036,44,5,0
483036,93,4,1
483036,58,3,1
1525646,5,2,0
1525646,13,5,1
1525646,7,5,0
2668039,20,1,1
2668039,54,1,0
2668039,96,1,0
3376439,54,2,1
3314299,19,3,0
3314299,83,5,0
1309109,73,1,1
1309109,26,5,0
1309109,51,2,1
1809126,12,1,1
1809126,9,1,0
1809126,74,5,0
1492708,14,4,0
1492708,41,5,1
1492708,8,1,0
2678335,63,3,1
2678335,11,4,1
2678335,78,4,1
3224705,9,2,1
3224705,76,2,0
1914210,18,3,0
1914210,55,2,1
3378643,92,5,1
3378643,26,1,1
3378643,99,1,1
3417114,8,2,1
3417114,92,4,1
465360,18,4,0
465360,13,2,1
1678083,47,3,1
1678083,68,5,1
1678083,75,3,0
1911879,42,1,0
1911879,69,2,1
1045641,63,2,0
1045641,28,1,0
1045641,47,4,1
2304579,7,1,0
122208,82,4,1
122208,75,2,0
2142756,23,1,0
2142756,43,3,1
2142756,74,1,1
1599350,80,3,1
1599350,87,1,0
438809,36,3,0
573234,8,1,0
573234,16,2,1
573234,47,4,1
651547,85,3,0
651547,56,5,1
651547,34,5,0
3113781,54,1,1
3113781,95,1,0
1556721,62,2,0
1556721,4,1,1
493647,71,5,0
1675183,10,1,1
341569,12,1,0
341569,72,1,0
341569,88,2,1
2219160,5,1,1
2219160,59,4,1
3049141,95,1,1
3049141,83,3,1
3049141,11,3,1
1950502,68,1,0
1950502,80,3,0
2834878,37,5,1
2239397,99,3,0
2239397,84,1,0
2239397,48,5,0
2907523,15,5,0
2907523,96,2,1
2907523,58,2,0
888994,35,4,0
888994,56,1,1
888994,47,2,1
1144833,87,5,1
1144833,41,5,0
1144833,48,3,0
2972107,98,3,1
106750,89,1,1
1217116,82,5,1
1217116,41,4,0
1217116,49,4,0
2165471,12,2,0
2165471,27,3,0
2165471,59,5,0
50093,69,3,1
3050665,48,1,0
3050665,48,1,0
3050665,31,4,1
1619873,67,3,1
1171146,58,4,1
1171146,13,4,1
228828,38,4,0
228828,51,3,1
1387270,8,2,0
2654084,75,2,1
2654084,86,4,0
2654084,32,3,0
1094313,14,1,0
1094313,74,3,0
1094313,81,3,1
1221478,99,1,0
2454053,83,2,0
2237855,96,4,1
2237855,57,3,1
2237855,58,2,1
1102736,68,1,0
1102736,25,1,1
1415444,47,4,0
2221123,58,2,1
3020279,77,4,0
1128607,91,2,0
1128607,29,2,0
1128607,18,2,0
3248512,23,4,1
