"order_id","user_id","eval_set","order_number","order_dow","order_hour_of_day","days_since_prior_order"
144,179300,"prior",4,3,15,30
578,179433,"prior",3,6,12,14
317,179469,"prior",4,0,18,30
535,179526,"prior",28,5,9,2
881,179601,"prior",17,4,16,5
807,179752,"prior",32,3,8,12
971,179837,"prior",9,4,10,6
820,179845,"prior",49,2,12,13
984,180098,"prior",71,4,21,1
537,180135,"prior",15,2,8,3
553,180141,"prior",17,1,10,7
400,180454,"prior",32,0,8,8
795,180838,"prior",14,5,16,7
411,181193,"prior",22,4,14,4
147,181484,"prior",16,0,12,20
268,181567,"prior",1,5,18,NA
651,181671,"prior",4,5,6,7
160,181765,"prior",9,4,23,5
943,182179,"prior",19,5,18,6
278,182817,"prior",3,6,14,30
20,182912,"prior",1,6,17,NA
833,183333,"prior",3,6,15,4
962,183334,"prior",8,1,8,6
240,183623,"prior",64,3,10,3
44,183833,"prior",3,6,17,1
342,183968,"prior",24,2,17,7
211,183969,"prior",1,2,14,NA
164,184017,"prior",20,1,10,8
108,184205,"prior",4,1,20,1
365,184277,"prior",9,2,6,16
136,184355,"prior",12,6,10,6
258,184598,"prior",10,1,9,30
857,184695,"prior",9,1,13,14
39,184886,"prior",8,5,18,30
893,185084,"prior",20,2,17,16
982,185136,"prior",13,1,20,29
430,185289,"prior",30,5,9,8
279,185432,"prior",13,0,12,21
201,185440,"prior",4,0,15,6
700,185577,"prior",30,1,12,7
442,185583,"prior",39,2,20,13
661,185594,"prior",13,1,7,30
219,185730,"prior",12,0,13,4
358,186138,"prior",5,5,13,16
491,186155,"prior",4,3,12,13
541,186224,"prior",12,2,15,9
948,186227,"prior",52,1,13,7
567,186231,"prior",2,2,16,27
369,186407,"prior",1,2,19,NA
81,186444,"prior",15,4,14,9
395,186576,"prior",4,3,16,7
359,186816,"prior",14,2,22,9
295,186873,"prior",12,2,10,11
855,187038,"prior",5,2,14,3
530,187261,"prior",6,2,10,5
484,187599,"prior",16,3,14,30
95,187742,"prior",39,5,7,5
950,187854,"prior",16,1,11,16
866,188071,"prior",11,3,11,10
906,188977,"prior",14,6,9,16
539,189144,"prior",13,1,11,14
190,189157,"prior",3,1,13,30
873,189247,"prior",7,0,10,6
617,189312,"prior",3,1,12,20
62,189943,"prior",4,0,11,7
192,189954,"prior",44,5,14,8
749,190318,"prior",2,1,14,24
316,190581,"prior",6,1,11,30
80,190599,"prior",16,3,13,7
634,190667,"prior",21,0,16,5
205,190709,"prior",14,4,14,6
730,190797,"prior",42,3,9,2
475,190994,"prior",3,0,0,6
983,191170,"prior",8,6,8,24
151,191401,"prior",15,6,7,7
47,191597,"prior",6,5,0,15
895,191894,"prior",1,6,9,NA
840,191973,"prior",10,5,9,1
482,192144,"prior",17,5,11,11
995,192550,"prior",7,1,10,7
862,192657,"prior",2,6,17,16
507,192963,"prior",4,3,9,15
624,193012,"prior",11,1,14,3
417,193125,"prior",3,6,1,17
582,193223,"prior",6,2,19,10
329,193602,"prior",7,6,15,6
24,193635,"prior",19,0,14,0
657,193653,"prior",11,2,10,5
368,193730,"prior",20,2,18,1
712,194230,"prior",1,4,16,NA
30,194309,"prior",2,3,0,18
639,194758,"prior",5,1,12,4
424,194925,"prior",10,2,13,27
701,195186,"prior",28,2,6,5
612,196148,"prior",17,1,14,4
610,196148,"prior",25,0,15,12
404,196585,"prior",10,5,8,7
670,196898,"prior",1,5,13,NA
828,197029,"prior",18,1,16,6
340,197300,"prior",10,6,9,16
611,197381,"prior",66,5,11,5
138,197422,"prior",20,0,16,7
493,197703,"prior",21,5,19,2
79,197745,"prior",94,6,15,3
692,198151,"prior",12,0,19,7
162,198222,"prior",8,1,9,5
303,198240,"prior",30,3,21,5
871,198454,"prior",2,0,13,27
678,198488,"prior",9,1,12,5
590,198502,"prior",31,4,18,7
397,198708,"prior",30,1,18,3
432,198921,"prior",5,3,10,5
72,199522,"prior",11,1,19,25
562,199989,"prior",41,3,10,9
673,200062,"prior",49,0,8,11
413,200178,"prior",4,0,16,10
724,200297,"prior",13,2,9,5
330,200502,"prior",26,4,16,4
281,200563,"prior",14,2,16,15
947,200800,"prior",26,2,13,8
675,200898,"prior",37,6,15,5
569,201085,"prior",9,2,19,7
270,201517,"prior",1,3,10,NA
656,201665,"prior",1,3,14,NA
435,201679,"prior",11,2,20,10
31,201744,"prior",7,6,15,14
444,201770,"prior",2,5,13,20
503,201861,"prior",20,3,15,9
476,201923,"prior",2,5,10,5
2,202279,"prior",3,5,9,8
402,202359,"prior",20,5,14,14
35,202527,"prior",1,1,13,NA
575,202833,"prior",92,4,9,2
510,203673,"prior",42,0,10,5
521,203870,"prior",25,2,9,3
171,204184,"prior",2,5,12,30
363,204484,"prior",20,5,10,7
628,204912,"prior",24,4,7,4
684,205709,"prior",36,0,8,7
3,205970,"prior",16,5,17,12
