customerId,productId,amount,rating,daysAgo
C0181,P0026,10.54,2,81
C0344,P0115,8.81,3,354
C0291,P0024,17.02,2,136
C0105,P0081,274.29,4,345
C0276,P0061,21.63,3,131
C0434,P0077,10.91,1,226
C0326,P0068,76.46,2,186
C0229,P0079,42.56,5,359
C0160,P0105,13.81,5,201
C0044,P0061,20.97,2,184
C0121,P0009,16.32,4,170
C0005,P0024,20.66,1,137
C0492,P0079,50.27,5,161
C0401,P0059,24.78,1,278
C0083,P0064,28.85,4,17
C0139,P0038,9.64,3,183
C0204,P0085,34.58,5,200
C0161,P0081,287.31,2,275
C0394,P0079,52.56,5,243
C0478,P0079,47.43,5,158
C0429,P0104,122.96,2,40
C0380,P0114,19.29,4,94
C0072,P0012,8.48,2,75
C0451,P0068,85.18,5,263
C0254,P0079,54.06,1,175
C0168,P0052,39.63,2,289
C0077,P0024,20.81,3,51
C0006,P0059,25.38,3,359
C0122,P0035,22.96,1,173
C0451,P0106,55.0,5,93
C0393,P0035,21.07,2,133
C0484,P0017,38.62,1,307
C0051,P0061,23.08,3,259
C0290,P0040,35.7,5,63
C0127,P0012,8.94,1,361
C0265,P0061,18.02,3,48
C0160,P0057,16.12,5,101
C0139,P0017,48.3,5,266
C0281,P0064,30.15,1,193
C0091,P0061,19.68,4,163
C0228,P0085,30.86,5,338
C0318,P0035,25.69,4,289
C0063,P0024,20.62,4,351
C0461,P0110,20.99,4,103
C0248,P0061,20.92,3,310
C0402,P0004,26.09,1,78
C0319,P0093,10.55,4,294
C0350,P0017,39.04,4,200
C0353,P0087,17.77,5,218
C0429,P0078,32.27,5,42
C0299,P0114,16.22,2,321
C0137,P0113,32.65,5,102
C0050,P0024,16.43,1,218
C0296,P0085,27.1,5,61
C0035,P0028,17.92,1,338
C0120,P0068,72.49,4,117
C0032,P0064,25.9,4,278
C0269,P0007,53.21,4,279
C0079,P0000,11.39,5,201
C0298,P0008,20.77,3,44
C0390,P0012,9.13,1,102
C0403,P0024,19.53,4,223
C0151,P0106,48.86,2,196
C0269,P0055,6.97,4,213
C0275,P0090,63.55,2,91
C0229,P0095,18.27,1,196
C0320,P0082,32.64,4,32
C0106,P0039,11.92,1,177
C0488,P0099,54.55,2,34
C0050,P0083,12.48,4,242
C0407,P0083,12.13,5,207
C0291,P0105,10.97,2,311
C0121,P0064,32.58,2,169
C0366,P0055,8.79,2,59
C0043,P0104,144.44,3,86
C0379,P0049,16.57,1,297
C0289,P0091,30.39,3,349
C0056,P0007,48.33,5,23
C0041,P0000,11.68,1,247
C0368,P0055,8.6,5,176
C0143,P0010,49.69,3,94
C0438,P0116,9.76,4,187
C0373,P0001,55.95,4,341
C0344,P0080,113.5,5,72
C0137,P0024,20.96,4,305
C0350,P0114,17.41,5,33
C0473,P0038,8.56,2,263
C0046,P0004,27.13,2,28
C0162,P0004,24.89,4,23
C0117,P0060,93.3,1,14
C0193,P0118,84.97,1,293
C0364,P0116,9.98,2,209
C0230,P0033,25.83,2,252
C0280,P0053,32.05,1,57
C0155,P0012,8.16,4,336
C0069,P0055,8.21,3,295
C0131,P0064,25.04,2,178
C0422,P0024,20.15,2,328
C0294,P0067,32.58,5,53
C0186,P0105,14.39,5,107
C0389,P0000,11.82,1,18
C0033,P0023,13.42,4,60
C0125,P0019,31.99,2,307
C0114,P0012,8.92,2,150
C0348,P0068,88.84,5,321
C0302,P0012,8.89,3,279
C0003,P0083,10.97,5,146
C0092,P0103,13.95,5,127
C0311,P0107,13.15,4,40
C0187,P0070,16.76,4,302
C0457,P0017,40.42,4,359
C0374,P0011,22.56,2,183
C0219,P0023,13.52,5,182
C0368,P0112,15.01,5,309
C0487,P0113,38.25,4,125
C0225,P0038,9.51,4,148
C0314,P0030,35.49,5,326
C0454,P0055,7.41,1,139
C0123,P0024,16.99,1,338
C0437,P0116,7.86,5,59
C0050,P0022,33.92,3,181
C0316,P0036,7.07,4,179
C0384,P0046,11.34,3,112
C0300,P0012,8.36,3,351
C0241,P0038,9.13,1,176
C0302,P0099,49.26,2,320
C0074,P0013,9.19,1,80
C0108,P0062,12.23,3,128
C0132,P0043,60.66,1,175
C0214,P0001,54.46,2,84
C0121,P0024,16.87,4,114
C0435,P0008,17.34,1,227
C0184,P0037,7.07,1,102
C0218,P0091,26.53,3,277
C0201,P0080,135.68,4,174
C0090,P0109,32.69,5,353
C0359,P0046,11.33,3,87
C0220,P0079,46.34,4,307
C0009,P0071,13.32,4,179
C0481,P0021,16.95,4,32
C0401,P0025,20.1,4,257
C0356,P0055,7.31,1,77
C0448,P0050,45.39,5,194
C0168,P0023,12.64,3,287
C0298,P0119,28.05,1,94
C0297,P0012,8.12,4,227
C0131,P0111,25.55,2,6
C0111,P0091,29.13,3,68
C0058,P0095,17.56,3,275
C0323,P0089,19.9,4,5
C0383,P0019,29.59,5,131
C0372,P0068,74.61,4,185
C0156,P0084,5.13,5,25
C0104,P0083,11.89,1,357
C0222,P0024,18.85,4,186
C0267,P0017,47.31,3,124
C0454,P0031,36.01,4,356
C0429,P0053,30.14,1,204
C0452,P0061,18.66,3,247
C0418,P0095,17.52,1,33
C0481,P0085,29.25,4,58
C0226,P0073,7.04,2,17
C0024,P0024,20.09,1,188
C0043,P0053,25.68,1,305
C0191,P0032,43.94,2,329
C0084,P0001,52.15,5,20
C0476,P0033,25.11,1,228
C0098,P0024,16.12,5,233
C0479,P0061,21.28,3,218
C0372,P0009,17.52,2,263
C0313,P0024,20.37,5,203
C0329,P0005,35.36,2,257
C0165,P0068,86.2,1,178
C0315,P0061,19.96,2,55
C0094,P0033,22.18,1,30
C0465,P0013,9.5,3,331
C0148,P0112,14.03,1,161
C0126,P0062,10.88,2,118
C0350,P0074,35.97,2,107
C0320,P0055,7.54,4,19
C0221,P0091,29.09,5,345
C0309,P0104,134.59,1,31
C0079,P0038,7.67,4,80
C0328,P0076,7.25,1,167
C0133,P0023,14.2,5,131
C0080,P0041,13.32,5,120
C0165,P0001,54.03,4,284
C0164,P0111,25.01,2,92
C0222,P0100,14.36,2,316
C0096,P0024,20.85,2,132
C0097,P0119,26.33,3,5
C0264,P0028,16.11,3,40
C0064,P0050,44.05,4,295
C0337,P0098,23.84,3,148
C0470,P0025,19.65,4,358
C0208,P0048,10.58,3,288
C0445,P0071,10.93,2,12
C0050,P0013,8.96,2,114
C0022,P0045,50.57,4,264
C0355,P0027,39.27,1,23
C0372,P0073,9.21,2,364
C0414,P0013,10.99,2,61
C0030,P0023,16.21,4,291
C0380,P0079,47.67,1,306
C0185,P0015,32.91,3,184
C0149,P0045,41.96,4,293
C0086,P0079,44.98,5,323
C0497,P0085,32.37,3,268
C0033,P0012,7.58,5,258
C0406,P0098,24.31,4,142
C0313,P0081,266.27,4,107
C0360,P0033,20.11,2,316
C0351,P0085,26.27,5,82
C0421,P0081,222.83,2,151
C0092,P0065,76.93,1,187
C0000,P0061,18.07,1,143
C0293,P0082,30.55,4,136
C0177,P0119,25.62,4,219
C0062,P0062,11.63,1,120
C0093,P0091,25.32,5,360
C0165,P0083,9.57,2,65
C0036,P0099,60.41,4,142
C0030,P0111,26.43,3,308
C0452,P0017,38.59,3,174
C0153,P0016,25.55,4,257
C0490,P0062,9.81,5,236
C0481,P0048,12.23,4,121
C0070,P0061,18.74,5,271
C0352,P0090,65.01,5,87
C0293,P0108,56.77,2,273
C0339,P0044,18.94,3,47
C0048,P0080,103.34,1,253
C0095,P0017,47.53,5,41
C0039,P0056,27.77,5,317
C0295,P0003,20.39,5,228
C0492,P0054,13.29,4,15
C0328,P0058,31.4,5,40
C0350,P0082,37.3,4,69
C0491,P0069,10.78,2,350
C0021,P0001,53.36,3,102
C0426,P0012,8.64,3,101
C0181,P0115,9.76,4,10
C0002,P0106,54.04,4,74
C0248,P0030,37.12,5,312
C0465,P0024,16.85,4,218
C0127,P0047,17.8,1,134
C0239,P0076,7.83,2,8
C0087,P0035,25.54,2,125
C0030,P0009,14.74,4,140
C0041,P0042,17.57,2,44
C0357,P0024,20.77,5,222
C0424,P0030,36.06,2,241
C0070,P0016,25.19,3,364
C0098,P0055,7.5,2,101
C0015,P0024,16.24,1,300
C0271,P0060,92.62,2,128
C0346,P0053,30.49,2,230
C0316,P0089,22.89,4,269
C0190,P0111,24.54,4,321
C0271,P0013,8.47,3,116
C0047,P0102,10.23,3,227
C0076,P0078,28.37,3,48
C0373,P0037,8.25,1,17
C0456,P0034,15.5,4,254
C0453,P0001,55.92,5,77
C0317,P0117,25.44,3,169
C0459,P0066,42.37,1,28
C0203,P0042,16.29,5,251
C0002,P0058,29.62,2,176
C0033,P0005,40.92,4,242
C0056,P0017,46.61,5,127
C0048,P0068,70.28,5,3
C0176,P0055,7.98,1,212
C0346,P0087,19.05,1,255
C0389,P0070,13.88,4,242
C0289,P0065,63.59,4,96
C0072,P0092,19.38,5,261
C0367,P0009,14.87,3,198
C0177,P0076,8.44,1,77
C0007,P0079,46.2,4,41
C0164,P0017,46.06,3,9
C0134,P0020,38.91,4,261
C0400,P0017,44.53,2,6
C0372,P0055,6.73,5,18
C0342,P0013,9.85,1,58
C0068,P0070,12.93,5,119
C0398,P0012,8.17,5,8
C0331,P0004,26.21,4,230
C0097,P0029,26.4,5,49
C0316,P0017,44.85,5,293
C0236,P0118,93.2,1,204
C0213,P0025,15.7,3,31
C0057,P0022,40.59,4,146
C0254,P0017,36.92,5,52
C0051,P0037,8.46,4,357
C0081,P0065,78.02,3,216
C0065,P0087,18.08,3,295
C0476,P0035,22.6,1,137
C0140,P0068,85.19,2,54
C0160,P0097,89.94,5,152
C0444,P0061,22.04,5,281
C0275,P0024,16.03,4,157
C0454,P0078,31.54,1,339
C0148,P0093,11.18,4,132
C0059,P0050,52.69,3,85
C0272,P0118,85.81,4,181
C0173,P0101,8.76,3,41
C0395,P0017,42.5,4,244
C0433,P0087,16.28,2,37
C0229,P0065,73.4,1,234
C0485,P0056,25.7,2,140
C0271,P0055,8.36,5,130
C0133,P0098,25.11,1,223
C0239,P0067,29.7,2,257
C0020,P0057,15.94,2,339
C0396,P0006,37.5,5,106
C0052,P0048,10.54,2,296
C0277,P0079,47.79,5,363
C0022,P0006,40.34,4,352
C0041,P0102,11.55,2,288
C0343,P0094,7.16,3,108
C0037,P0059,25.3,4,253
C0232,P0003,17.57,1,286
C0169,P0061,17.6,5,107
C0113,P0007,41.24,3,297
C0095,P0029,25.24,5,256
C0373,P0068,83.45,4,179
C0475,P0106,41.5,5,314
C0068,P0035,20.85,1,32
C0479,P0099,50.93,1,249
C0291,P0106,45.39,1,287
C0314,P0003,21.35,5,15
C0350,P0024,16.72,5,149
C0348,P0079,41.67,5,189
C0402,P0084,4.26,2,76
C0236,P0040,30.08,2,321
C0260,P0070,13.06,2,229
C0161,P0067,31.73,5,101
C0053,P0083,10.47,2,160
C0325,P0080,106.35,3,41
C0018,P0011,21.71,4,32
C0135,P0015,36.54,2,272
C0047,P0013,8.65,3,359
C0096,P0108,57.32,4,101
C0312,P0106,44.88,4,90
C0307,P0090,65.53,1,249
C0205,P0012,9.98,3,186
C0046,P0061,19.86,1,51
C0211,P0017,39.15,1,243
C0176,P0036,7.0,4,77
C0283,P0094,5.78,2,169
C0239,P0013,10.06,1,270
C0238,P0069,9.45,5,190
C0482,P0117,31.12,5,236
C0371,P0075,21.95,5,87
C0242,P0010,54.23,1,180
C0233,P0106,51.36,1,260
C0015,P0068,82.46,2,193
C0469,P0049,18.7,1,88
C0159,P0070,16.86,3,348
C0126,P0101,10.82,4,25
C0499,P0052,38.36,1,332
C0354,P0055,8.35,2,264
C0024,P0048,11.74,3,41
C0033,P0010,45.22,2,93
C0015,P0087,19.58,3,135
C0293,P0012,7.54,3,349
C0037,P0040,31.02,5,189
C0464,P0039,10.73,2,94
C0266,P0042,18.46,5,43
C0302,P0068,71.4,3,298
C0143,P0027,31.93,3,303
C0033,P0017,39.07,4,141
C0362,P0100,15.7,5,16
C0052,P0115,7.86,1,323
C0044,P0050,50.82,5,353
C0152,P0031,32.42,4,138
C0007,P0005,37.46,3,68
C0211,P0005,37.27,5,99
C0349,P0040,33.9,2,50
C0395,P0108,57.27,4,223
C0295,P0082,30.58,3,189
C0416,P0035,21.92,5,130
C0199,P0114,18.03,3,237
C0417,P0046,10.03,4,227
C0248,P0024,20.17,3,5
C0111,P0046,13.23,2,150
C0470,P0019,28.75,2,315
C0135,P0103,15.61,5,290
C0015,P0035,22.42,5,312
C0120,P0070,14.34,2,348
C0182,P0039,9.74,5,23
C0176,P0105,10.95,3,99
C0256,P0068,73.03,1,168
C0436,P0053,29.48,4,186
C0143,P0013,9.93,1,287
C0255,P0105,11.64,5,264
C0170,P0059,25.82,3,258
C0077,P0101,9.01,3,247
C0052,P0007,42.06,1,290
C0246,P0028,17.84,4,274
C0328,P0057,16.14,4,213
C0393,P0033,24.28,2,33
C0289,P0052,30.12,2,55
C0379,P0024,17.94,5,271
C0192,P0013,11.3,4,317
C0018,P0005,33.96,2,301
C0059,P0015,35.63,4,156
C0020,P0110,18.66,2,214
C0163,P0061,18.11,1,65
C0241,P0053,29.34,4,216
C0178,P0038,7.64,5,72
C0274,P0079,48.24,5,290
C0234,P0013,11.17,3,286
C0331,P0024,16.7,1,19
C0326,P0070,12.98,3,341
C0158,P0053,32.57,4,290
C0174,P0085,30.03,5,138
C0286,P0105,14.18,1,165
C0292,P0093,10.09,4,29
C0155,P0017,44.25,3,341
C0164,P0012,9.96,3,37
C0341,P0017,38.42,1,336
C0316,P0087,19.19,1,239
C0066,P0106,49.87,4,335
C0214,P0106,52.48,1,135
C0440,P0024,16.54,4,327
C0019,P0095,16.3,1,156
C0420,P0057,14.27,5,128
C0081,P0093,12.19,2,123
C0248,P0059,21.69,3,347
C0207,P0013,8.62,2,170
C0004,P0010,54.55,3,175
C0452,P0111,22.33,3,235
C0222,P0046,11.96,4,203
C0141,P0035,24.05,5,138
C0426,P0038,7.73,1,60
C0456,P0109,32.97,5,363
C0272,P0009,17.12,4,179
C0103,P0012,8.4,2,354
C0335,P0088,13.91,5,168
C0269,P0059,22.27,4,219
C0471,P0012,9.39,1,199
C0213,P0004,25.16,1,352
C0132,P0022,33.15,4,41
C0344,P0001,52.5,1,56
C0486,P0021,20.31,4,316
C0016,P0083,10.88,3,194
C0363,P0098,30.26,5,336
C0458,P0105,13.41,4,101
C0038,P0039,12.17,5,60
C0056,P0029,26.39,1,229
C0339,P0119,24.94,4,54
C0316,P0085,34.75,2,136
C0036,P0057,17.44,3,115
C0409,P0024,18.75,5,81
C0256,P0029,22.29,5,48
C0448,P0055,6.95,2,239
C0432,P0058,30.56,2,276
C0400,P0001,51.89,4,144
C0253,P0112,15.3,5,103
C0124,P0061,19.48,4,58
C0248,P0063,28.43,1,247
C0051,P0019,25.24,1,295
C0322,P0085,27.25,4,200
C0066,P0083,9.7,4,158
C0251,P0012,9.69,5,237
C0028,P0063,28.79,3,334
C0148,P0070,16.68,3,361
C0116,P0095,17.87,1,71
C0303,P0019,30.1,4,174
C0387,P0101,9.54,5,319
C0030,P0050,52.6,1,231
C0418,P0012,10.01,3,297
C0422,P0012,9.43,2,363
C0172,P0017,37.58,4,38
C0322,P0024,19.18,4,223
C0198,P0054,13.51,2,194
C0076,P0083,9.71,5,104
C0259,P0017,45.09,1,238
C0044,P0119,30.68,4,38
C0432,P0016,24.68,4,181
C0457,P0064,25.51,1,151
C0403,P0107,13.29,4,143
C0275,P0095,14.8,2,224
C0273,P0069,8.16,2,344
C0491,P0079,51.15,1,345
C0122,P0013,10.94,4,256
C0039,P0001,53.46,5,121
C0275,P0047,21.06,3,352
C0163,P0012,8.41,4,364
C0161,P0035,21.21,2,309
C0003,P0022,38.06,3,318
C0292,P0106,53.01,4,298
C0129,P0101,9.0,3,277
C0095,P0093,9.98,4,265
C0021,P0079,44.63,1,233
C0181,P0015,31.6,3,236
C0433,P0005,36.63,5,142
C0168,P0070,12.62,4,323
C0332,P0068,85.93,2,232
C0371,P0036,5.89,3,224
C0163,P0051,6.51,4,271
C0403,P0053,30.05,5,28
C0339,P0024,20.21,5,335
C0274,P0028,19.18,5,213
C0001,P0044,17.72,4,344
C0019,P0065,63.78,2,38
C0495,P0111,25.53,2,86
C0384,P0057,13.75,3,346
C0465,P0082,31.34,3,253
C0446,P0091,24.09,5,236
C0012,P0012,9.9,5,148
C0391,P0070,12.53,5,203
C0221,P0053,29.61,4,199
C0389,P0061,19.8,1,73
C0003,P0005,41.01,1,207
C0141,P0106,44.95,2,188
C0368,P0110,24.07,4,114
C0391,P0000,13.13,2,125
C0303,P0020,39.65,4,280
C0148,P0017,40.8,5,246
C0152,P0087,19.27,2,172
C0483,P0064,31.51,5,221
C0213,P0017,41.33,3,88
C0219,P0092,20.58,5,182
C0270,P0035,19.84,1,205
C0201,P0050,42.02,2,92
C0271,P0039,9.57,5,62
C0211,P0055,6.61,5,192
C0405,P0053,26.58,3,343
C0450,P0024,20.32,1,169
C0462,P0045,48.22,1,329
C0276,P0106,52.95,3,310
C0214,P0054,15.82,5,272
C0348,P0106,49.77,2,326
C0411,P0059,22.15,5,150
C0275,P0085,32.2,3,277
C0346,P0024,17.14,1,53
C0368,P0088,15.12,3,117
C0330,P0024,20.85,2,207
C0366,P0003,20.86,2,14
C0105,P0016,25.29,4,279
C0243,P0003,20.1,2,337
C0288,P0109,29.42,5,39
C0002,P0119,23.92,5,362
C0420,P0085,26.09,4,33
C0064,P0105,13.46,5,278
C0401,P0083,10.66,3,250
C0354,P0032,35.71,4,341
C0372,P0054,17.48,1,155
C0192,P0070,14.86,4,209
C0420,P0003,18.17,2,55
C0202,P0054,15.34,4,252
C0280,P0082,34.38,2,364
C0000,P0017,42.24,5,218
C0315,P0048,11.86,4,340
C0354,P0056,29.0,3,144
C0278,P0082,32.15,3,358
C0242,P0113,34.91,1,196
C0399,P0097,85.89,2,53
C0333,P0068,87.63,4,132
C0137,P0062,10.19,5,180
C0479,P0065,67.78,5,25
C0349,P0058,33.96,1,327
C0493,P0008,19.03,2,88
C0485,P0077,9.66,4,246
C0454,P0079,44.6,2,335
C0370,P0055,7.37,2,159
C0297,P0101,10.9,2,222
C0086,P0072,17.59,5,189
C0265,P0035,21.16,5,279
C0375,P0003,19.16,1,15
C0255,P0008,18.03,5,131
C0426,P0035,19.95,3,223
C0056,P0050,53.25,5,34
C0187,P0017,36.43,4,313
C0248,P0017,47.72,4,231
C0211,P0023,15.72,3,2
C0055,P0086,11.17,4,5
C0076,P0085,32.43,5,59
C0410,P0038,9.21,3,242
C0236,P0017,43.93,1,189
C0025,P0012,9.05,1,176
C0009,P0012,7.65,3,205
C0230,P0039,9.59,3,181
C0081,P0005,41.88,5,125
C0348,P0032,36.84,1,3
C0393,P0112,13.4,5,11
C0113,P0055,7.71,1,251
C0290,P0093,9.63,3,271
C0076,P0012,9.61,3,88
C0149,P0024,20.04,3,89
C0438,P0109,36.81,1,149
C0266,P0038,7.37,4,235
C0436,P0069,9.27,1,217
C0112,P0116,9.75,4,204
C0164,P0060,84.73,3,14
C0229,P0026,9.97,5,157
C0234,P0056,26.69,5,274
C0498,P0007,44.16,5,215
C0059,P0012,8.25,3,294
C0419,P0001,55.67,3,253
C0424,P0102,10.09,4,328
C0271,P0072,19.9,4,209
C0173,P0024,18.77,4,208
C0254,P0021,16.92,3,203
C0143,P0075,21.79,3,97
C0394,P0106,46.99,1,159
C0458,P0029,28.21,5,157
C0304,P0098,29.02,5,55
C0252,P0104,138.42,4,179
C0350,P0106,53.0,2,348
C0247,P0024,18.59,1,165
C0447,P0012,8.68,1,269
C0092,P0047,18.87,4,160
C0486,P0024,16.44,4,330
C0400,P0102,11.11,2,77
C0422,P0005,38.69,1,304
C0235,P0068,84.63,1,264
C0410,P0106,47.15,4,324
C0150,P0116,9.08,4,49
C0373,P0069,10.43,2,326
C0068,P0110,24.84,4,331
C0150,P0010,46.14,5,108
C0218,P0035,25.8,3,228
C0161,P0001,58.12,2,214
C0190,P0117,24.51,1,18
C0402,P0105,12.09,4,192
C0126,P0004,25.59,3,240
C0366,P0002,6.69,2,75
C0038,P0035,23.4,1,132
C0375,P0024,18.32,5,214
C0391,P0097,108.9,5,339
C0197,P0016,26.12,3,23
C0355,P0088,14.5,2,341
C0395,P0037,8.8,5,308
C0191,P0013,10.73,3,18
C0236,P0119,25.51,1,207
C0382,P0068,69.9,1,135
C0143,P0047,18.99,1,335
C0396,P0036,6.21,3,270
C0163,P0106,44.19,3,237
C0397,P0093,12.0,3,11
C0044,P0091,29.24,4,319
C0023,P0068,77.11,1,179
C0498,P0103,12.8,5,59
C0427,P0024,17.69,2,319
C0435,P0078,31.3,3,330
C0475,P0042,19.29,2,181
C0213,P0064,25.65,2,241
C0141,P0119,30.8,5,223
C0065,P0117,25.01,1,111
C0244,P0055,7.16,3,273
C0110,P0061,23.26,3,364
C0465,P0105,11.54,3,341
C0002,P0117,24.79,2,251
C0070,P0086,13.33,2,132
C0122,P0009,16.41,5,331
C0099,P0030,31.63,2,338
C0112,P0104,114.61,3,3
C0320,P0085,26.55,2,124
C0162,P0083,11.2,4,202
C0301,P0071,10.75,5,211
C0439,P0044,19.99,5,260
C0294,P0042,20.07,1,187
C0342,P0091,24.86,1,6
C0079,P0075,18.36,3,278
C0160,P0081,236.27,1,253
C0481,P0096,21.66,5,238
C0304,P0029,26.91,5,161
C0136,P0083,10.6,3,101
C0221,P0012,8.83,4,113
C0409,P0013,10.43,3,251
C0326,P0044,20.23,4,184
C0274,P0007,43.52,5,48
C0436,P0109,30.47,1,146
C0328,P0105,14.55,2,300
C0314,P0006,41.0,3,219
C0096,P0095,17.48,5,316
C0054,P0055,8.12,3,186
C0481,P0078,31.66,2,177
C0293,P0103,12.61,1,346
C0203,P0062,9.66,3,185
C0289,P0012,8.81,2,50
C0033,P0000,12.31,2,147
C0403,P0054,16.5,5,236
C0108,P0109,35.48,3,126
C0396,P0061,22.76,1,150
C0261,P0037,8.8,1,318
C0135,P0004,29.85,2,159
C0016,P0106,41.88,1,111
C0401,P0031,34.07,3,40
C0088,P0078,32.56,3,147
C0027,P0076,7.76,5,280
C0370,P0024,16.6,2,110
C0175,P0009,17.37,2,172
C0191,P0038,8.14,4,240
C0122,P0028,16.04,4,338
C0422,P0077,11.98,1,297
C0147,P0093,10.46,1,105
C0106,P0022,35.64,1,60
C0151,P0055,7.86,4,245
C0103,P0005,39.95,2,93
C0157,P0020,36.99,5,143
C0043,P0085,31.3,3,38
C0078,P0089,20.83,5,282
C0204,P0086,13.4,2,59
C0433,P0013,8.86,3,139
C0030,P0060,101.46,1,149
C0107,P0045,47.87,5,16
C0449,P0118,84.62,3,283
C0439,P0070,13.83,1,226
C0119,P0013,10.57,5,65
C0205,P0048,12.0,4,20
C0106,P0085,32.23,5,21
C0064,P0036,7.1,2,228
C0187,P0068,78.05,3,273
C0282,P0055,8.1,5,290
C0179,P0119,27.39,4,292
C0298,P0017,44.39,4,144
C0145,P0108,51.3,4,1
C0173,P0042,19.63,4,90
C0389,P0051,5.25,1,287
C0432,P0055,7.05,2,279
C0160,P0024,17.23,4,185
C0280,P0113,39.73,2,9
C0137,P0106,48.08,4,283
C0028,P0115,8.83,3,297
C0362,P0119,27.08,4,83
C0085,P0072,17.7,2,293
C0207,P0048,12.74,2,233
C0238,P0097,114.92,4,324
C0092,P0003,20.71,1,229
C0047,P0095,18.33,2,33
C0175,P0054,13.87,5,236
C0476,P0073,7.59,1,40
C0301,P0037,7.93,3,95
C0187,P0036,6.66,1,318
C0020,P0004,25.45,4,353
C0293,P0045,47.53,1,173
C0046,P0043,63.13,3,106
C0264,P0022,32.84,3,143
C0369,P0024,17.29,4,89
C0207,P0062,11.94,1,209
C0148,P0028,18.02,3,154
C0024,P0094,6.49,3,22
C0210,P0062,11.84,2,235
C0436,P0016,26.58,4,243
C0121,P0055,8.36,3,345
C0281,P0060,80.57,3,257
C0334,P0068,79.17,5,246
C0032,P0046,10.29,3,78
C0076,P0055,7.54,5,170
C0165,P0017,42.88,5,159
C0327,P0050,41.99,3,350
C0213,P0037,7.62,2,173
C0360,P0071,12.22,3,251
C0426,P0047,21.52,1,197
C0372,P0086,11.09,4,21
C0495,P0046,10.21,2,341
C0419,P0024,20.24,4,84
C0408,P0005,43.56,3,22
C0358,P0058,27.86,1,342
C0395,P0094,6.85,1,112
C0464,P0085,31.1,4,7
C0231,P0047,23.83,4,225
C0312,P0017,37.44,2,6
C0252,P0099,54.62,1,79
C0419,P0008,19.08,2,326
C0210,P0041,11.2,4,14
C0402,P0099,46.53,3,274
C0394,P0040,29.24,1,225
C0480,P0012,8.72,1,112
C0350,P0064,31.01,4,173
C0371,P0014,10.63,4,194
C0465,P0070,16.29,3,325
C0448,P0047,20.04,4,96
C0281,P0032,47.6,1,215
C0283,P0024,16.25,3,250
C0082,P0093,11.79,2,5
C0487,P0041,13.35,5,327
C0126,P0083,12.2,3,362
C0356,P0047,22.74,5,32
C0393,P0012,8.47,3,96
C0214,P0047,22.14,3,287
C0106,P0055,7.89,5,295
C0095,P0050,46.96,5,57
C0420,P0092,24.81,3,334
C0250,P0106,44.96,2,120
C0046,P0087,17.14,4,107
C0354,P0062,12.13,1,131
C0123,P0058,27.68,2,245
C0430,P0069,8.49,5,76
C0151,P0024,17.3,5,198
C0101,P0091,29.98,3,28
C0043,P0099,59.66,2,54
C0251,P0024,16.23,5,280
C0221,P0105,13.18,2,140
C0368,P0097,102.96,1,289
C0226,P0045,46.5,1,269
C0173,P0106,50.44,1,363
C0128,P0012,10.06,5,51
C0137,P0004,26.65,1,341
C0459,P0034,16.44,2,325
C0082,P0061,20.75,4,159
C0493,P0035,22.53,4,50
C0162,P0108,51.28,5,49
C0031,P0068,89.42,2,35
C0252,P0081,259.25,5,205
C0168,P0037,8.3,2,314
C0324,P0116,7.54,5,355
C0308,P0076,6.93,2,98
C0468,P0006,41.74,4,121
C0479,P0012,8.86,4,73
C0333,P0012,8.42,4,82
C0401,P0110,22.61,4,160
C0391,P0075,18.85,2,362
C0239,P0046,9.97,1,326
C0348,P0018,14.82,1,333
C0040,P0101,9.07,3,165
C0371,P0018,16.71,5,240
C0480,P0079,54.43,4,264
C0463,P0054,15.61,3,201
C0113,P0022,37.46,3,136
C0256,P0038,8.87,1,173
C0459,P0113,29.88,4,161
C0479,P0076,7.86,2,23
C0063,P0097,95.54,3,280
C0175,P0058,31.97,3,328
C0344,P0024,16.63,1,275
C0111,P0079,51.08,5,340
C0161,P0054,15.82,2,158
C0013,P0017,44.57,4,21
C0076,P0043,62.63,4,98
C0275,P0068,83.1,1,311
C0318,P0082,36.61,2,51
C0316,P0024,18.29,3,200
C0381,P0101,9.05,5,1
C0203,P0038,7.67,4,118
C0134,P0024,17.19,3,42
C0008,P0017,45.99,5,42
C0104,P0091,27.06,3,60
C0153,P0035,24.42,5,196
C0088,P0053,31.81,4,252
C0011,P0022,37.2,1,105
C0077,P0075,21.61,2,298
C0326,P0087,18.19,1,143
C0308,P0033,22.8,2,269
C0465,P0109,30.35,1,193
C0278,P0013,11.29,1,357
C0067,P0063,28.04,4,362
C0276,P0078,35.63,3,214
C0033,P0024,21.09,3,351
C0210,P0061,20.18,4,256
C0191,P0029,26.45,5,98
C0209,P0061,21.13,3,341
C0137,P0070,13.55,3,53
C0335,P0115,7.95,4,171
C0413,P0049,18.44,3,56
C0376,P0069,10.3,3,286
C0307,P0062,10.25,2,327
C0263,P0028,18.29,1,299
C0017,P0024,19.2,1,38
C0355,P0118,91.86,4,99
C0266,P0019,26.06,5,124
C0133,P0088,14.89,3,43
C0163,P0013,8.96,1,194
C0465,P0091,25.7,4,13
C0305,P0017,37.38,5,224
C0231,P0114,15.14,3,210
C0303,P0075,18.76,1,217
C0202,P0012,9.05,1,333
